symbol,name,indus_code,indus_name,exc,m_stholder,m_employee,r_tcbsrating,year,m_cap,m_share,r_pb,r_pe,r_eps,r_bvps,p_roe,p_div
TDB,Công ty Cổ phần Thủy điện Định Bình,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,818,23,2.8,2024,356293160000,8230000,3.8765284234,11.5867838177,3932.9745883353585,11167.724126367,0.3554742196,0.0923958237
GMX,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,2300,Xây dựng và Vật liệu,HNX,612,356,-1,2024,165444755100,9040697,1.4109228327,12.8121089319,1831.2003580033709,12970.2344987339,0.1399822913,0.0327868852
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,1300,Hóa chất,UPCOM,8018,150,2.7,2023,84439756800,60314112,1.0530874415,-0.1391672913,-10059.835084449225,1329.4242669609,-1.5818531194,0.0
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,0,76,-1,2024,9030000000.0,645000.0,0.8027185047,3.3736798834,6175.309375193799,17440.734103876,0.3924545259,0.0857142857
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,2300,Xây dựng và Vật liệu,HOSE,39257,570,2.6,2024,4540484264600,319752413,0.752993535,19.2539885715,804.4481466477628,18858.0636357575,0.0416691387,0.0
CK8,Công ty Cổ phần Cơ khí 120,8600,Bất động sản,UPCOM,222,19,-1,2024,10800000000.0,3000000.0,0,6.6512268822,541.2535256666666,0,-0.1649417052,0
GIC,Công ty Cổ phần VSC Green Logistics,2700,Hàng & Dịch vụ Công nghiệp,HNX,0,124,-1,2024,190284000000,12120000,0.7851157474,13.0519913525,1339.8452778877888,19997.0514556106,0.0669646931,0.0
CMI,Công ty Cổ phần CMISTONE Việt Nam,2300,Xây dựng và Vật liệu,UPCOM,109,40,-1,2024,14400000000,16000000,0.0,-0.6943183602,-1296.2353461875,0.0,0.2060608575,0.0
GTS,Công ty Cổ phần Công trình Giao thông Sài Gòn,2300,Xây dựng và Vật liệu,UPCOM,638,504,3.0,2024,324897309600,28499764,0.971555071,9.1464542698,1418.3492095934548,11733.7661451161,0.1227842405,0.0
CID,Công ty Cổ phần Xây dựng và Phát triển Cơ sở Hạ tầng,2300,Xây dựng và Vật liệu,UPCOM,0,9,-1,2024,25535200000,1082000,1.7701834602,16.8864819044,1397.5676007393715,13331.9514787431,0.1082265874,0.0
GSM,Công ty Cổ phần Thủy điện Hương Sơn,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,0,47,3.4,2024,874111448000,28562000,1.7179067,12.5570636387,2437.1939874308523,17814.7043722078,0.1385075651,0.0
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,1700,Tài nguyên Cơ bản,HOSE,1546,545,2.1,2024,101920000000,10400000,0.6329905597,20.2631614472,822.5785865384615,15482.0634361538,0.0528442836,0.0
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,254,237,-1,2024,32400000000,3600000,0.8459072753,19.1367020947,470.30047055555553,10639.4639961111,0.0422258634,0.0
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,5300,Bán lẻ,HOSE,672,647,2.4,2024,156140464800,18155868,0.6469286768,13.6221745406,631.3235801229663,13293.58290708,0.0477599515,0.0
PHN,Công ty Cổ phần Pin Hà Nội,2700,Hàng & Dịch vụ Công nghiệp,HNX,315,284,3.5,2024,507773770000,7253911,3.3186734163,8.9462224473,8031.316575155113,21092.7654572823,0.3887499725,0.0714285714
DDM,Công ty Cổ phần Hàng hải Đông Đô,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,1327,42,2.7,2024,22040091000,12244495,0,1.2857555886,1399.955027218354,0,-0.0208595171,0
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,2300,Xây dựng và Vật liệu,HOSE,6654,471,2.5,2024,1275749939250,62999997,0.9823131537,12.9783310416,1572.5152940086648,20614.6073927908,0.0792297777,0.0
HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,2300,Xây dựng và Vật liệu,UPCOM,214,113,2.5,2024,579200076000,20685717,0.8321251405,15.9326756976,1757.3947108045613,33648.7850635779,0.0520229784,0.0714285714
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,3500,Thực phẩm và đồ uống,HNX,410,146,-1,2024,60000000000,4000000,0.8118966458,12.9461333991,1576.89710625,18475.2579985,0.0851833048,0.0
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,3500,Thực phẩm và đồ uống,HOSE,37842,1748,2.3,2024,13535589721600,1057467947,1.547942419,13.3561751127,958.3582044969539,8269.041434123,0.1342010117,0
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,2700,Hàng & Dịch vụ Công nghiệp,HOSE,12712,653,3.3,2024,7996509696900,121343091,2.4402464127,12.2928795597,5360.826947015879,27005.4694709977,0.2191024375,0.0
HAI,Công ty Cổ phần Nông dược HAI,1300,Hóa chất,UPCOM,19709,140,2.2,2024,274024198500,182682799,0.1557721208,72.8188757382,20.599054637869873,9629.4509707069,0.0021414628,0.0
CCR,Công ty Cổ phần Cảng Cam Ranh,2700,Hàng & Dịch vụ Công nghiệp,HNX,532,192,3.0,2024,335674892900,24501817,1.2158308502,20.5248360213,667.4840172057444,11268.0147882094,0.059521212,0.0
HPX,Công ty Cổ phần Đầu tư Hải Phát,8600,Bất động sản,HOSE,10142,98,2.4,2024,1304883212490,304168581,0.3798351146,22.7146563308,188.86484292406257,11294.3744139274,0.0168529389,0
HID,Công ty Cổ phần Halcom Vietnam,2300,Xây dựng và Vật liệu,HOSE,6077,37,-1,2024,211871488320,76765032,0.2652550073,9.317407792,296.219727805233,10405.0816168747,0.0286686979,0.0
HNR,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,3500,Thực phẩm và đồ uống,UPCOM,114,164,-1,2024,240000000000,20000000,0.6909098999,-28.45754915,-421.6807265,17368.4007155,-0.023987425,0
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,267,252,-1,2024,20000000000,2000000,0.704650475,10.9704287825,2057.707546,14191.432993,0.109674867,0.05
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,8600,Bất động sản,HOSE,4334,223,2.2,2024,1238371693000,95259361,0.8633303847,10.0864092087,1288.863036484152,15057.9664870941,0.0888722705,0.0
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,3500,Thực phẩm và đồ uống,UPCOM,184,672,2.9,2024,1114872000000,3090000,2.0407264824,8.2780961821,43584.90068996764,176799.7833650485,0.2732470029,0.0
HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,3700,Hàng cá nhân & Gia dụng,UPCOM,650,411,-1,2023,58300000000,5500000,1.0702318872,-1.1694255241,-9064.279666909091,9904.3956050909,-0.6281135221,0.0
HAM,Công ty Cổ phần Vật tư Hậu Giang,2300,Xây dựng và Vật liệu,UPCOM,225,739,-1,2024,380703409500,9638061,1.5282871357,9.5021852817,4330.144289292213,25845.9284766926,0.1775377075,0.0303797468
HHV,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,2300,Xây dựng và Vật liệu,HOSE,46149,515,2.4,2024,5251904665200,432255528,0.962608862,12.3163828431,986.4909328331366,12621.9490386159,0.0502844886,0.0
CFV,Công ty Cổ phần Cà phê Thắng Lợi,3500,Thực phẩm và đồ uống,UPCOM,0,78,2.9,2024,366850000000,12650000,1.9732268907,7.7999511679,3717.971994387352,14696.7386959684,0.2896123708,0
AAS,Công ty Cổ phần Chứng khoán SmartInvest,8700,Dịch vụ tài chính,UPCOM,6012,78,3.0,2024,2122205580267,229999521,0.8511488485,28.8102764007,320.2676667052711,10840.6420529937,0.0299838388,0
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,3500,Thực phẩm và đồ uống,UPCOM,216,113,-1,2024,15400000000,2000000,0.6341070518,24.0421994054,320.2701995,12143.0600365,0.0263425051,0.025974026
AAV,Công ty Cổ phần AAV Group,8600,Bất động sản,HNX,7182,13,2.4,2024,607091416800,68987661,0.8343260153,-38.7173901569,-227.28804716252085,10547.4357012046,-0.021319421,0.0
HNP,Công ty Cổ phần Hanel Xốp Nhựa,1300,Hóa chất,UPCOM,298,347,-1,2024,92500000000,5000000,0.7044835048,14.7448860013,1254.6722978,26260.3735556,0.0484180099,0.0324324324
CTR,Tổng Công ty Cổ phần Công trình Viettel,2300,Xây dựng và Vật liệu,HOSE,8230,12440,2.4,2024,10900974268700,114385879,5.8448281562,26.89508353,4705.311380769299,16305.0131591768,0.2793749692,0.0
BMP,Công ty Cổ phần Nhựa Bình Minh,2300,Xây dựng và Vật liệu,HOSE,3451,1145,3.5,2024,11542392258000,81860938,4.2722722182,11.7597998332,12102.985298531517,33003.5149442705,0.3675322342,0.085035461
CTT,Công ty Cổ phần Chế tạo máy Vinacomin,2700,Hàng & Dịch vụ Công nghiệp,HNX,955,743,-1,2024,76566821300,4697351,1.1160834836,15.5456126032,2833.540333477315,14604.6422502811,0.1969276427,0.0
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,5300,Bán lẻ,UPCOM,388,402,2.5,2024,2194500000000,220000000,1.0006466057,-94.9889389739,-105.01222676818182,9968.5542756182,-0.0104864145,0.0
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,8600,Bất động sản,HOSE,9423,7,2.5,2024,320266316000,101350100,0.2974964607,32.4903017687,97.25979224490159,10621.975105471,0.0091977538,0
CAN,Công ty Cổ phần Đồ hộp Hạ Long,3500,Thực phẩm và đồ uống,HNX,626,996,2.3,2024,204500000000,5000000,1.4011709472,96.1905864532,425.1975324,29189.871572,0.0142816618,0.0
HAS,Công ty Cổ phần Hacisco,2300,Xây dựng và Vật liệu,HOSE,1392,139,2.5,2024,61600000000,8000000,0.4824975151,-5.7351416687,-1342.59979,15958.631409375,-0.0805189909,0.0
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,5700,Du lịch và Giải trí,UPCOM,408,171,-1,2024,176651550000,9297450,1.5666704747,13.3903692221,1418.9302538868185,12127.6300959941,0.1242695527,0.0
ABB,Ngân hàng Thương mại Cổ phần An Bình,8300,Ngân hàng,UPCOM,28276,4303,2.2,2024,7868349753600,1035036800,0.5610538783,14.1978069516,565.7344743684475,13549.5008486655,0.0425805505,0
BMS,Công ty Cổ phần Chứng khoán Bảo Minh,8700,Dịch vụ tài chính,UPCOM,3233,38,2.9,2024,843737057625,71111425,0.9759556105,11.0084274448,1146.6070416392304,12157.3152225539,0.0985915106,0.0
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,3500,Thực phẩm và đồ uống,HNX,404,87,-1,2024,132102900000,3123000,1.7137293764,9.8079284564,6007.356704771053,24683.0103877682,0.2568940819,0.0
CCT,Công ty Cổ phần Cảng Cần Thơ,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,111,125,2.9,2024,423933016579,27528118,1.5841137065,116.1846540104,132.54762523177212,9721.5243680581,0.0136717433,0
MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,375,156,-1,2024,45425000000,5750000,0.8049274329,-10.1377248225,-779.2675514782609,9814.5493337391,-0.0324920731,0.0
BOT,Công ty Cổ phần BOT Cầu Thái Hà,2300,Xây dựng và Vật liệu,UPCOM,3992,21,2.9,2024,245577986000,59246800,0.6082977835,0.9900198004,4186.784949516261,6814.0968326728,0.8868983592,0
FOX,Công ty Cổ phần Viễn thông FPT,6500,Viễn thông,UPCOM,564,9986,2.6,2024,45178850632048,492509164,4.3895215673,17.9479501945,5691.921858968699,20897.9494905013,0.2943380103,0.0545066062
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,3300,Ô tô và phụ tùng,HOSE,6546,1514,2.6,2024,1573991326650,107439681,1.3079574845,12.5946284722,1163.1942960720444,11200.6698789249,0.1078089601,0.0682593857
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,2700,Hàng & Dịch vụ Công nghiệp,HNX,0,182,2.0,2024,52440000000,3800000,0.5588635497,69.0,288.69666368421053,24692.9684476316,0.0116895547,0.0
CCA,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,3500,Thực phẩm và đồ uống,UPCOM,422,748,-1,2024,223366424800,15092326,0.8736476002,23.8662918679,620.1214701431708,16940.4688982997,0.0376678827,0.0
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,2300,Xây dựng và Vật liệu,UPCOM,38183,1330,2.4,2024,2142653089170,347213270,1.2398508011,2.2324277126,2764.255238928512,4977.211769818,1.0753770761,0.0
HBD,Công ty Cổ phần Bao bì PP Bình Dương,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,243,12,2.7,2024,37808680000,2011100,1.0624795684,7.6907282849,2444.501912386256,17694.4579076127,0.1421451531,0.0691489362
HCC,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,2300,Xây dựng và Vật liệu,HNX,655,170,-1,2024,119290123800,6518586,1.3965685613,10.0776262635,1926.428815236924,13103.5457238732,0.1511074213,0.0
ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,8500,Bảo hiểm,UPCOM,0,851,2.6,2024,1967390589750,72391750,1.276849014,9.6102872612,2827.907143811277,21284.4272901677,0.1332345163,0.0
XDH,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,8600,Bất động sản,UPCOM,165,151,2.3,2024,483781635300,27026907,0.8793073876,25.5796974515,777.5263537185368,20356.9312076665,0.0380769345,0.0
HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,1300,Hóa chất,HOSE,1050,19,-1,2024,255755006720,36958816,0.5307731449,8.4688493109,817.1121891458861,13037.5850150881,0.06470111,0.0
HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,2300,Xây dựng và Vật liệu,UPCOM,0,62,-1,2024,57552000000,5232000,0.8788096743,-6.2650438526,-1755.7738235856268,12516.9309376911,-0.1337449725,0.0
BRC,Công ty Cổ phần Cao su Bến Thành,1300,Hóa chất,HOSE,502,205,-1,2024,170774958600,12374997,0.8033538187,7.85127336,1757.6766681236368,17177.9851898954,0.1029919824,0.0
HFB,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,2300,Xây dựng và Vật liệu,UPCOM,278,295,-1,2024,71890000000,9100000,0.710259868,10.121199034,780.5399314285714,11122.6895330769,0.0695993077,0.0
CEO,Công ty Cổ phần Tập đoàn C.E.O,8600,Bất động sản,HNX,58579,118,2.4,2024,7025283616000,540406432,1.1538042608,38.9621548757,351.87169700637463,11267.0757443168,0.0315949309,0.0
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,172,381,-1,2024,90839000000,4541950,1.3891658531,5.878943448,3401.9718299408846,14397.1290071445,0.2383076354,0.0
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,2700,Hàng & Dịch vụ Công nghiệp,HNX,0,76,-1,2024,24196620000,2016385,0.625924885,112.2673708565,106.88769059480208,19171.6295156927,0.0055908909,0.0
HDA,Công ty Cổ phần Hãng sơn Đông Á,2300,Xây dựng và Vật liệu,HNX,847,177,2.9,2024,118679858100,27599967,0.3825127365,8.1633914725,526.7418590029473,11241.4557465232,0.047981216,0.0
HDB,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,8300,Ngân hàng,HOSE,18427,18533,2.9,2024,77223130600000,3510142300,1.4171695258,6.0600655594,3636.021536790688,15523.9014099229,0.257092154,0.0
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,8600,Bất động sản,HOSE,0,327,2.0,2024,4137835211200,178354966,1.8386657154,62.6402765961,370.36873495297016,12617.845541587,0.0319364024,0.0
HDM,Công ty Cổ phần Dệt May Huế,3700,Hàng cá nhân & Gia dụng,UPCOM,1078,4196,3.1,2024,642979806705,20096259,1.5555949106,5.8771644907,5443.951764604547,20567.6939296513,0.2775645404,0.0937646507
HDO,Công ty Cổ phần Hưng Đạo Container,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,685,2,-1,2019,27135806400,16959879,0.0,-0.1471263364,-10875.00742257654,0.0,2.9104007323,0
AMC,Công ty Cổ phần Khoáng sản Á Châu,1700,Tài nguyên Cơ bản,HNX,160,103,-1,2024,48450000000,2850000,0.9162026477,8.7011053507,2170.860842105263,18554.8470561404,0.1188949073,0.0
DHD,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,4500,Y tế,UPCOM,426,696,2.7,2024,824445851500,27947317,1.814923977,20.3021572519,1453.0475571590646,16254.1243456393,0.0928843699,0.0074576271
HDS,Công ty Cổ phần Giống cây trồng Hải Dương,3500,Thực phẩm và đồ uống,UPCOM,48,62,-1,2024,42852269200,5162924,1.0774067881,-14.6654497514,-565.956049130299,7703.6826678061,-0.0734656493,0
AVC,Công ty Cổ phần Thủy điện A Vương,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,146,167,2.9,2024,4141447281412,75052052,3.815660568,13.9342142781,3960.108471038207,14461.7161346768,0.2463166923,0.0090610899
CFM,Công ty Cổ phần Đầu tư CFM,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,149,4,-1,2024,21200000000,2000000,1.0478255328,33.9687848274,312.051198,10116.187923,0.0310185053,0.0188679245
HEC,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,163,230,2.8,2024,369000000000,6000000,0.9842152791,8.1225324044,7630.563607166667,62486.3292688333,0.1251802746,0.0731707317
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,2300,Xây dựng và Vật liệu,UPCOM,0,126,-1,2024,66000000000,4400000,0.8852664962,147.8948916741,101.42338136363637,16944.0502536364,0.0059923525,0.0
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,429,560,-1,2024,102000000000,6000000,1.1877139073,7.0838749851,2399.8164896666667,14313.2111993333,0.0352175977,0.0
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,8600,Bất động sản,UPCOM,16818,248,2.3,2022,179855361400,163504874,0.1056094471,-1.2029585884,-914.4121922139153,10415.7348675245,-0.0842125511,0
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,5500,Truyền thông,HNX,129,17,-1,2024,21900000000,1000000,1.6755590144,108.6930400452,201.484842,13070.264796,0.0155352554,0.0
KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,1700,Tài nguyên Cơ bản,UPCOM,1010,179,-1,2024,120664000000,8000000,1.3004883769,31.3094463248,704.703673875,11597.950637875,0.0571209437,0.0
HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,5300,Bán lẻ,UPCOM,107,13,-1,2024,5969000000,1270000,0,-0.6328285004,-7426.972706299212,0,0.0405953861,0
BSC,Công ty Cổ phần Dịch vụ Bến Thành,8600,Bất động sản,HNX,136,14,-1,2024,46000906200,3150747,1.1322017164,23.1365846923,685.9428421260101,12895.2286407001,0.0544452916,0.0
AME,Công ty cổ phần Alphanam E&C,2700,Hàng & Dịch vụ Công nghiệp,HNX,238,181,2.2,2024,306440000000,65200000,0.3785085698,13.4988583698,348.1775918558282,12417.1561096779,0.028438755,0
HGT,Công ty Cổ phần Du lịch Hương Giang,5700,Du lịch và Giải trí,UPCOM,203,133,-1,2024,214000000000,20000000,1.0371675198,3.3110437233,3231.609394,10316.5590861,0.3714171495,0
TIN,Công ty Tài chính Cổ phần Tín Việt,8700,Dịch vụ tài chính,UPCOM,343,267,2.8,2024,3366030445527.0,91178331.0,3.6342837155,-21.6231519088,-1707.2904151864768,10157.9851463611,-0.1731158238,0
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,142,25,-1,2024,19600000000,2000000,0.6401898166,20.3209287597,725.011422,15307.9598365,0.0470261285,0.0
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,4500,Y tế,HNX,12142,17,2.5,2024,262211300000,131105650,0.1615972593,55.161530661,36.25715196866039,12376.4475238176,0.0029338256,0.0
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,3500,Thực phẩm và đồ uống,HNX,416,954,2.3,2024,2161530000000,16425000,3.3708167706,48.8463068096,2694.164791476408,39040.9829299848,0.0713320248,0.0
HHG,Công ty Cổ phần Hoàng Hà,5700,Du lịch và Giải trí,UPCOM,246,231,-1,2024,46132979988,34896354,0.5354726707,-1.3852852685,-954.3160748827801,2468.846819642,-0.323935676,0.0
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,146,77,-1,2024,720000000,1440000,0.0297443145,0.5194038932,962.6419951388889,16809.9352104167,0.0557665359,0.0
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,8600,Bất động sản,HOSE,38320,275,2.8,2024,12027885174000,668215843,1.2579480895,12.2776802718,1466.0749914874436,14309.016525132,0.1079399124,0.0
DID,Công ty Cổ phần DIC - Đồng Tiến,2300,Xây dựng và Vật liệu,UPCOM,749,16,-1,2024,63927482784,15622552,0.3463526811,46.5952758339,87.82006172871117,11814.54691359,0.0074561605,0
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,3700,Hàng cá nhân & Gia dụng,HOSE,0,1042,2.5,2024,1686561095600,101600066,0.6811873394,64.7006026192,256.5663893072668,24369.2139288473,0.0105617622,0.0
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,3500,Thực phẩm và đồ uống,HOSE,2922,34,-1,2024,152341083850,38567363,0.3449805058,22.542065358,175.2279543716795,11449.922338429,0.0154146863,0.0
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,8500,Bảo hiểm,UPCOM,3371,1649,2.0,2024,890000000000.0,100000000.0,0.7302621923,88.0579183833,101.06984316,12187.40350198,0.0083244601,0
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,8600,Bất động sản,HOSE,5541,72,3.0,2024,418261554360,59581418,0.5788717613,10.9699106551,711.0358730468616,12127.0382653028,0.0601597339,0.0
ACG,Công ty Cổ phần Gỗ An Cường,1700,Tài nguyên Cơ bản,HOSE,477,2516,2.5,2024,5473602439800,150787946,1.3107188895,13.71921693,2785.1827484937025,27694.7256127025,0.1017800668,0.041322314
BSI,Công ty Cổ phần Chứng khoán BIDV,8700,Dịch vụ tài chính,HOSE,6340,302,2.2,2024,10104649755300,223060701,1.9962240708,26.5025090895,1851.8342151000413,22692.8432842637,0.084764799,0.0
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,0500,Dầu khí,HOSE,28985,1840,2.5,2024,54103718299200,3100499616,0.9747413651,135.2762900673,203.5577576101206,17902.1847492724,0.0111804517,0.0
HIG,Công ty Cổ phần Tập đoàn HIPT,9500,Công nghệ Thông tin,UPCOM,741,121,-1,2023,222364358710,22559030,0.5739605683,5.3883104488,1829.3303798523252,17173.6536339107,0.1125119429,0.0
VSM,Công ty Cổ phần Container Miền Trung,2700,Hàng & Dịch vụ Công nghiệp,HNX,158,161,-1,2024,81190903200,3354996,0.9449369623,7.3476763412,3651.2337838852864,25610.1739748721,0.1481621586,0.0
HPI,Công ty Cổ phần Khu công nghiệp Hiệp Phước,8600,Bất động sản,UPCOM,281,188,2.4,2024,1248000000000,60000000,2.9180198665,18.8523448922,1103.3110267666666,7128.1214493833,0.1676110862,0.0
CMP,Công ty Cổ phần Cảng Chân Mây,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,257,337,3.0,2024,262483861500,32405415,0.7288869504,10.2692253958,788.7644576685717,11112.8344324243,0.0735893992,0.0
HJS,Công ty Cổ phần Thủy điện Nậm Mu,7500,"Điện, nước & xăng dầu khí đốt",HNX,406,122,3.0,2024,627897010000,20999900,2.0166239174,14.4751944049,2244.5759119805334,14826.760578717,0.1505849182,0.0334448161
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,3500,Thực phẩm và đồ uống,UPCOM,1289,14,-1,2024,30959999400,51599999,0.3566428637,-0.5276092413,-1137.205251612505,1682.3552666154,-0.5052094735,0
HKT,Công ty Cổ phần Đầu tư QP Xanh,3500,Thực phẩm và đồ uống,HNX,375,8,-1,2024,60736787100,6135029,0.8568574728,237.6607528517,41.65601548093742,11553.8468349538,0.0036118917,0
HLA,Công ty Cổ phần Hữu Liên Á Châu,1700,Tài nguyên Cơ bản,UPCOM,235,1,-1,2020,65472656700,34459293,0.0,-0.4836611689,-3928.369945953331,0.0,0.0872978166,0
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,5700,Du lịch và Giải trí,UPCOM,104,26,-1,2024,38700000000.0,1800000.0,2.5830292365,110.2063159912,195.08863722222222,8323.5604522222,0.0237160533,0
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,1700,Tài nguyên Cơ bản,HNX,3910,3389,2.8,2024,304982388000,25415199,0.7150865713,9.0183436299,3452.0059123676347,16781.1849378004,0.2068664337,0.0
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,8600,Bất động sản,HNX,130,45,2.0,2024,372879539800,31599961,0.8727296759,132.232182752,120.8825837791382,13520.7961023433,0.0089658634,0.0
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,1300,Hóa chất,HOSE,8822,63,2.7,2024,284800000000,80000000,0.3107817881,116.9423478976,30.4423509875,11454.982679475,0.0026611001,0.0
DCR,Công ty Cổ phần Gạch men COSEVCO,2300,Xây dựng và Vật liệu,UPCOM,170,279,-1,2024,26650000000,6500000,0.3489528315,126.6275193929,32.37842784615385,11749.4389796923,0.0027595448,0
HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,212,190,-1,2024,279228125000,11169125,1.7931891781,10.1242681327,2469.3142923908545,13941.6411307958,0.1860433559,0.06
HLY,Công ty Cổ phần Gốm xây dựng Yên Hưng,2300,Xây dựng và Vật liệu,UPCOM,221,7,-1,2024,12500000000,1000000,0.0,-1.2400182709,-10080.496629,0.0,0.2627770249,0.0
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,1700,Tài nguyên Cơ bản,HOSE,1219,160,2.2,2024,328964987950,27299999,0.8137765397,15.1365554506,936.5717738670979,14807.5047774544,0.0632933238,0.0
HMG,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,1700,Tài nguyên Cơ bản,UPCOM,0,126,2.0,2024,108000000000,9000000,1.0067263,9.5552781353,1255.8504137777777,11919.8236902222,0.1056456294,0.0
DCH,Công ty Cổ phần Địa chính Hà Nội,8600,Bất động sản,UPCOM,112,73,-1,2024,26784000000,2880000,0.8167922719,27.9993046965,332.1511052083333,11386.0039083333,0.0294035122,0.0
BRR,Công ty Cổ phần Cao su Bà Rịa,1300,Hóa chất,UPCOM,905,1174,2.5,2024,2193750000000,112500000,1.5170696577,17.2014667243,1133.6242608,12853.7275137244,0.0889999257,0.0
